"id";"wearable_label_id";"x_value";"y_value";"z_value";"timest"
231;0;213.0;7046.0;13448.0;"2019-08-13 14:58:43"
232;0;213.0;7046.0;13448.0;"2019-08-13 14:58:43"
233;0;213.0;7259.0;13725.0;"2019-08-13 14:58:43"
234;0;-47.0;7259.0;13725.0;"2019-08-13 14:58:43"
235;0;-47.0;7259.0;13725.0;"2019-08-13 14:58:43"
236;0;-258.0;7635.0;13568.0;"2019-08-13 14:58:43"
237;0;-258.0;7635.0;13568.0;"2019-08-13 14:58:43"
238;0;-79.0;7638.0;14068.0;"2019-08-13 14:58:43"
239;0;-79.0;7638.0;14068.0;"2019-08-13 14:58:43"
240;0;7.0;7643.0;14303.0;"2019-08-13 14:58:43"
241;0;7.0;7643.0;14303.0;"2019-08-13 14:58:43"
242;0;-112.0;7867.0;14420.0;"2019-08-13 14:58:43"
243;0;-112.0;7867.0;14420.0;"2019-08-13 14:58:43"
244;0;-192.0;7892.0;14411.0;"2019-08-13 14:58:43"
245;0;-145.0;7934.0;14306.0;"2019-08-13 14:58:43"
246;0;-376.0;7653.0;14584.0;"2019-08-13 14:58:43"
247;0;-188.0;7111.0;13294.0;"2019-08-13 14:58:43"
248;0;64.0;7340.0;13523.0;"2019-08-13 14:58:43"
249;0;-173.0;7664.0;13889.0;"2019-08-13 14:58:43"
250;0;25.0;7419.0;14164.0;"2019-08-13 14:58:43"
251;0;-1528.0;484.0;15668.0;"2019-08-13 15:03:14"
252;0;-1519.0;444.0;15397.0;"2019-08-13 15:03:14"
253;0;-1364.0;475.0;15632.0;"2019-08-13 15:03:14"
254;0;-1355.0;454.0;15608.0;"2019-08-13 15:03:14"
255;0;-1426.0;486.0;15756.0;"2019-08-13 15:03:14"
256;0;-1515.0;514.0;15762.0;"2019-08-13 15:03:14"
257;0;-1500.0;458.0;15587.0;"2019-08-13 15:03:14"
258;0;-1558.0;435.0;15582.0;"2019-08-13 15:03:14"
259;0;-1564.0;454.0;15712.0;"2019-08-13 15:03:14"
260;0;-1554.0;492.0;15857.0;"2019-08-13 15:03:14"
261;0;-1589.0;494.0;16000.0;"2019-08-13 15:03:15"
262;0;-1599.0;464.0;15727.0;"2019-08-13 15:03:15"
263;0;-1519.0;486.0;15727.0;"2019-08-13 15:03:15"
264;0;-1441.0;491.0;15688.0;"2019-08-13 15:03:15"
265;0;-1539.0;482.0;15723.0;"2019-08-13 15:03:15"
266;0;-1473.0;476.0;15674.0;"2019-08-13 15:03:15"
267;0;-1430.0;439.0;15538.0;"2019-08-13 15:03:15"
268;0;-1448.0;468.0;15620.0;"2019-08-13 15:03:15"
269;0;-1460.0;434.0;15589.0;"2019-08-13 15:03:15"
270;0;-1346.0;490.0;15745.0;"2019-08-13 15:03:15"
271;0;-1327.0;461.0;15768.0;"2019-08-13 15:03:16"
272;0;-1412.0;447.0;15689.0;"2019-08-13 15:03:16"
273;0;-1519.0;521.0;15532.0;"2019-08-13 15:03:16"
274;0;-1404.0;486.0;15806.0;"2019-08-13 15:03:16"
275;0;-1423.0;463.0;15724.0;"2019-08-13 15:03:16"
276;0;-1468.0;479.0;15771.0;"2019-08-13 15:03:16"
277;0;-1522.0;516.0;15822.0;"2019-08-13 15:03:16"
278;0;-1574.0;450.0;15705.0;"2019-08-13 15:03:16"
279;0;-1515.0;476.0;15693.0;"2019-08-13 15:03:16"
280;0;-1502.0;452.0;15577.0;"2019-08-13 15:03:16"
281;0;-1466.0;479.0;15572.0;"2019-08-13 15:03:17"
282;0;-1544.0;478.0;15639.0;"2019-08-13 15:03:17"
283;0;-1464.0;450.0;15616.0;"2019-08-13 15:03:17"
284;0;-1548.0;497.0;15638.0;"2019-08-13 15:03:17"
285;0;-1467.0;535.0;15670.0;"2019-08-13 15:03:17"
286;0;-1430.0;481.0;15661.0;"2019-08-13 15:03:17"
287;0;-1409.0;465.0;15674.0;"2019-08-13 15:03:17"
288;0;-1430.0;437.0;15703.0;"2019-08-13 15:03:17"
289;0;-1401.0;469.0;15744.0;"2019-08-13 15:03:17"
290;0;-1424.0;529.0;15702.0;"2019-08-13 15:03:17"
291;0;-1428.0;435.0;15678.0;"2019-08-13 15:03:18"
292;0;-1368.0;475.0;15724.0;"2019-08-13 15:03:18"
293;0;-1393.0;467.0;15747.0;"2019-08-13 15:03:18"
294;0;-1579.0;476.0;15700.0;"2019-08-13 15:03:18"
295;0;-1520.0;488.0;15852.0;"2019-08-13 15:03:18"
296;0;-1557.0;446.0;15667.0;"2019-08-13 15:03:18"
297;0;-1493.0;465.0;15773.0;"2019-08-13 15:03:18"
298;0;-1575.0;479.0;15783.0;"2019-08-13 15:03:18"
299;0;-1544.0;499.0;15749.0;"2019-08-13 15:03:18"
300;0;-1493.0;520.0;15693.0;"2019-08-13 15:03:18"
301;0;-1424.0;486.0;15755.0;"2019-08-13 15:03:21"
302;0;-1443.0;487.0;15645.0;"2019-08-13 15:03:21"
303;0;-1443.0;487.0;15645.0;"2019-08-13 15:03:21"
304;0;-1514.0;507.0;15668.0;"2019-08-13 15:03:21"
305;0;-1514.0;507.0;15668.0;"2019-08-13 15:03:21"
306;0;-1572.0;445.0;15723.0;"2019-08-13 15:03:21"
307;0;-1572.0;445.0;15723.0;"2019-08-13 15:03:21"
308;0;-1555.0;491.0;15807.0;"2019-08-13 15:03:21"
309;0;-1555.0;491.0;15807.0;"2019-08-13 15:03:21"
310;0;-1485.0;478.0;15552.0;"2019-08-13 15:03:21"
311;0;-1485.0;478.0;15552.0;"2019-08-13 15:03:21"
312;0;-1457.0;478.0;15679.0;"2019-08-13 15:03:21"
313;0;-1457.0;478.0;15679.0;"2019-08-13 15:03:21"
314;0;-1435.0;479.0;15810.0;"2019-08-13 15:03:21"
315;0;-1435.0;479.0;15810.0;"2019-08-13 15:03:21"
316;0;-1435.0;469.0;15726.0;"2019-08-13 15:03:21"
317;0;-1492.0;469.0;15726.0;"2019-08-13 15:03:21"
318;0;-1492.0;469.0;15726.0;"2019-08-13 15:03:21"
319;0;-1558.0;513.0;15714.0;"2019-08-13 15:03:21"
320;0;-1558.0;513.0;15714.0;"2019-08-13 15:03:21"
321;0;-1442.0;495.0;15745.0;"2019-08-13 15:03:21"
322;0;-1442.0;495.0;15745.0;"2019-08-13 15:03:21"
323;0;-1450.0;476.0;15700.0;"2019-08-13 15:03:21"
324;0;-1444.0;483.0;15714.0;"2019-08-13 15:03:21"
325;0;-1374.0;483.0;15787.0;"2019-08-13 15:03:21"
326;0;-1435.0;501.0;15695.0;"2019-08-13 15:03:21"
327;0;-1493.0;457.0;15626.0;"2019-08-13 15:03:21"
328;0;-1473.0;451.0;15714.0;"2019-08-13 15:03:21"
329;0;-1502.0;449.0;15734.0;"2019-08-13 15:03:21"
330;0;-1489.0;463.0;15665.0;"2019-08-13 15:03:21"
331;0;-1579.0;467.0;15746.0;"2019-08-13 15:03:22"
332;0;-1534.0;490.0;15661.0;"2019-08-13 15:03:22"
333;0;-1568.0;476.0;15596.0;"2019-08-13 15:03:22"
334;0;-1573.0;497.0;15521.0;"2019-08-13 15:03:22"
335;0;-1456.0;446.0;15675.0;"2019-08-13 15:03:22"
336;0;-1545.0;482.0;15593.0;"2019-08-13 15:03:22"
337;0;-1327.0;503.0;15752.0;"2019-08-13 15:03:22"
338;0;-1514.0;438.0;15669.0;"2019-08-13 15:03:22"
339;0;-1460.0;460.0;15736.0;"2019-08-13 15:03:22"
340;0;-1477.0;514.0;15549.0;"2019-08-13 15:03:22"
341;0;-1455.0;468.0;15763.0;"2019-08-13 15:03:23"
342;0;-1444.0;470.0;15706.0;"2019-08-13 15:03:23"
343;0;-1475.0;476.0;15775.0;"2019-08-13 15:03:23"
344;0;-1465.0;478.0;15544.0;"2019-08-13 15:03:23"
345;0;-1469.0;470.0;15710.0;"2019-08-13 15:03:23"
346;0;-1438.0;486.0;15626.0;"2019-08-13 15:03:23"
347;0;-1460.0;495.0;15795.0;"2019-08-13 15:03:23"
348;0;-1551.0;504.0;15636.0;"2019-08-13 15:03:23"
349;0;-1559.0;459.0;15624.0;"2019-08-13 15:03:23"
350;0;-1553.0;467.0;15765.0;"2019-08-13 15:03:23"
351;0;-1487.0;456.0;15806.0;"2019-08-13 15:03:28"
352;0;-1521.0;477.0;15610.0;"2019-08-13 15:03:29"
353;0;-1517.0;486.0;15747.0;"2019-08-13 15:03:29"
354;0;-1517.0;486.0;15747.0;"2019-08-13 15:03:29"
355;0;-1413.0;487.0;15676.0;"2019-08-13 15:03:29"
356;0;-1413.0;487.0;15676.0;"2019-08-13 15:03:29"
357;0;-1431.0;470.0;15775.0;"2019-08-13 15:03:29"
358;0;-1431.0;470.0;15775.0;"2019-08-13 15:03:29"
359;0;-1557.0;459.0;15683.0;"2019-08-13 15:03:29"
360;0;-1557.0;459.0;15683.0;"2019-08-13 15:03:29"
361;0;-1486.0;480.0;15686.0;"2019-08-13 15:03:29"
362;0;-1486.0;480.0;15686.0;"2019-08-13 15:03:29"
363;0;-1482.0;493.0;15676.0;"2019-08-13 15:03:29"
364;0;-1482.0;493.0;15676.0;"2019-08-13 15:03:29"
365;0;-1408.0;481.0;15738.0;"2019-08-13 15:03:29"
366;0;-1408.0;481.0;15738.0;"2019-08-13 15:03:29"
367;0;-1460.0;507.0;15682.0;"2019-08-13 15:03:29"
368;0;-1460.0;507.0;15682.0;"2019-08-13 15:03:29"
369;0;-1498.0;455.0;15804.0;"2019-08-13 15:03:29"
370;0;-1498.0;455.0;15804.0;"2019-08-13 15:03:29"
371;0;-1498.0;455.0;15663.0;"2019-08-13 15:03:29"
372;0;-1558.0;451.0;15663.0;"2019-08-13 15:03:29"
